"","State","StateFIPS","CountyFIPS","AreaName","Insurance Coverage"
"29087","TX",48,9,"Archer County, Texas",8708
"29088","TX",48,11,"Armstrong County, Texas",1878
"29089","TX",48,13,"Atascosa County, Texas",46593
"29090","TX",48,15,"Austin County, Texas",28641
"29091","TX",48,17,"Bailey County, Texas",6996
"29092","TX",48,19,"Bandera County, Texas",20602
"29093","TX",48,21,"Bastrop County, Texas",74866
"29094","TX",48,23,"Baylor County, Texas",3555
"29095","TX",48,25,"Bee County, Texas",25088
"29096","TX",48,27,"Bell County, Texas",303696
"29097","TX",48,29,"Bexar County, Texas",1793642
"29098","TX",48,31,"Blanco County, Texas",10611
"29099","TX",48,33,"Borden County, Texas",705
"29100","TX",48,35,"Bosque County, Texas",17623
"29101","TX",48,37,"Bowie County, Texas",87842
"29102","TX",48,39,"Brazoria County, Texas",321393
"29103","TX",48,41,"Brazos County, Texas",201420
"29104","TX",48,43,"Brewster County, Texas",9153
"29105","TX",48,45,"Briscoe County, Texas",1670
"29106","TX",48,47,"Brooks County, Texas",6898
"29107","TX",48,49,"Brown County, Texas",36802
"29108","TX",48,51,"Burleson County, Texas",17120
"29109","TX",48,53,"Burnet County, Texas",43830
"29110","TX",48,55,"Caldwell County, Texas",37433
"29111","TX",48,57,"Calhoun County, Texas",21472
"29112","TX",48,59,"Callahan County, Texas",13451
"29113","TX",48,61,"Cameron County, Texas",415215
"29114","TX",48,63,"Camp County, Texas",12448
"29115","TX",48,65,"Carson County, Texas",6020
"29116","TX",48,67,"Cass County, Texas",29920
"29117","TX",48,69,"Castro County, Texas",7858
"29118","TX",48,71,"Chambers County, Texas",37046
"29119","TX",48,73,"Cherokee County, Texas",48955
"29120","TX",48,75,"Childress County, Texas",5823
"29121","TX",48,77,"Clay County, Texas",10403
"29122","TX",48,79,"Cochran County, Texas",2949
"29123","TX",48,81,"Coke County, Texas",3121
"29124","TX",48,83,"Coleman County, Texas",8499
"29125","TX",48,85,"Collin County, Texas",859074
"29126","TX",48,87,"Collingsworth County, Texas",2996
"29127","TX",48,89,"Colorado County, Texas",20417
"29128","TX",48,91,"Comal County, Texas",118666
"29129","TX",48,93,"Comanche County, Texas",13429
"29130","TX",48,95,"Concho County, Texas",2685
"29131","TX",48,97,"Cooke County, Texas",38252
"29132","TX",48,99,"Coryell County, Texas",58975
"29133","TX",48,101,"Cottle County, Texas",1510
"29134","TX",48,103,"Crane County, Texas",4636
"29135","TX",48,105,"Crockett County, Texas",3619
"29136","TX",48,107,"Crosby County, Texas",5916
"29137","TX",48,109,"Culberson County, Texas",2283
"29138","TX",48,111,"Dallam County, Texas",6975
"29139","TX",48,113,"Dallas County, Texas",2464732
"29140","TX",48,115,"Dawson County, Texas",11622
"29141","TX",48,117,"Deaf Smith County, Texas",19058
"29142","TX",48,119,"Delta County, Texas",5152
"29143","TX",48,121,"Denton County, Texas",727409
"29144","TX",48,123,"DeWitt County, Texas",18776
"29145","TX",48,125,"Dickens County, Texas",2077
"29146","TX",48,127,"Dimmit County, Texas",10587
"29147","TX",48,129,"Donley County, Texas",3540
"29148","TX",48,131,"Duval County, Texas",11046
"29149","TX",48,133,"Eastland County, Texas",18060
"29150","TX",48,135,"Ector County, Texas",148173
"29151","TX",48,137,"Edwards County, Texas",1894
"29152","TX",48,139,"Ellis County, Texas",155792
"29153","TX",48,141,"El Paso County, Texas",804897
"29154","TX",48,143,"Erath County, Texas",39547
"29155","TX",48,145,"Falls County, Texas",15532
"29156","TX",48,147,"Fannin County, Texas",30827
"29157","TX",48,149,"Fayette County, Texas",24428
"29158","TX",48,151,"Fisher County, Texas",3834
"29159","TX",48,153,"Floyd County, Texas",6129
"29160","TX",48,155,"Foard County, Texas",1164
"29161","TX",48,157,"Fort Bend County, Texas",653193
"29162","TX",48,159,"Franklin County, Texas",10485
"29163","TX",48,161,"Freestone County, Texas",18067
"29164","TX",48,163,"Frio County, Texas",15055
"29165","TX",48,165,"Gaines County, Texas",18808
"29166","TX",48,167,"Galveston County, Texas",303734
"29167","TX",48,169,"Garza County, Texas",4154
"29168","TX",48,171,"Gillespie County, Texas",25005
"29169","TX",48,173,"Glasscock County, Texas",1180
"29170","TX",48,175,"Goliad County, Texas",7293
"29171","TX",48,177,"Gonzales County, Texas",19883
"29172","TX",48,179,"Gray County, Texas",21337
"29173","TX",48,181,"Grayson County, Texas",121443
"29174","TX",48,183,"Gregg County, Texas",121269
"29175","TX",48,185,"Grimes County, Texas",23710
"29176","TX",48,187,"Guadalupe County, Texas",141235
"29177","TX",48,189,"Hale County, Texas",33432
"29178","TX",48,191,"Hall County, Texas",3145
"29179","TX",48,193,"Hamilton County, Texas",8032
"29180","TX",48,195,"Hansford County, Texas",5489
"29181","TX",48,197,"Hardeman County, Texas",3980
"29182","TX",48,199,"Hardin County, Texas",54935
"29183","TX",48,201,"Harris County, Texas",4335831
"29184","TX",48,203,"Harrison County, Texas",65766
"29185","TX",48,205,"Hartley County, Texas",4624
"29186","TX",48,207,"Haskell County, Texas",5021
"29187","TX",48,209,"Hays County, Texas",175818
"29188","TX",48,211,"Hemphill County, Texas",4063
"29189","TX",48,213,"Henderson County, Texas",78125
"29190","TX",48,215,"Hidalgo County, Texas",811347
"29191","TX",48,217,"Hill County, Texas",34256
"29192","TX",48,219,"Hockley County, Texas",23173
"29193","TX",48,221,"Hood County, Texas",52422
"29194","TX",48,223,"Hopkins County, Texas",35207
"29195","TX",48,225,"Houston County, Texas",19766
"29196","TX",48,227,"Howard County, Texas",30882
"29197","TX",48,229,"Hudspeth County, Texas",2959
"29198","TX",48,231,"Hunt County, Texas",87220
"29199","TX",48,233,"Hutchinson County, Texas",21700
"29200","TX",48,235,"Irion County, Texas",1642
"29201","TX",48,237,"Jack County, Texas",7733
"29202","TX",48,239,"Jackson County, Texas",14249
"29203","TX",48,241,"Jasper County, Texas",34866
"29204","TX",48,243,"Jeff Davis County, Texas",2169
"29205","TX",48,245,"Jefferson County, Texas",239027
"29206","TX",48,247,"Jim Hogg County, Texas",5216
"29207","TX",48,249,"Jim Wells County, Texas",41061
"29208","TX",48,251,"Johnson County, Texas",152853
"29209","TX",48,253,"Jones County, Texas",12532
"29210","TX",48,255,"Karnes County, Texas",12189
"29211","TX",48,257,"Kaufman County, Texas",108297
"29212","TX",48,259,"Kendall County, Texas",36902
"29213","TX",48,261,"Kenedy County, Texas",565
"29214","TX",48,263,"Kent County, Texas",771
"29215","TX",48,265,"Kerr County, Texas",49209
"29216","TX",48,267,"Kimble County, Texas",4427
"29217","TX",48,269,"King County, Texas",267
"29218","TX",48,271,"Kinney County, Texas",3223
"29219","TX",48,273,"Kleberg County, Texas",31362
"29220","TX",48,275,"Knox County, Texas",3667
"29221","TX",48,277,"Lamar County, Texas",48900
"29222","TX",48,279,"Lamb County, Texas",13540
"29223","TX",48,281,"Lampasas County, Texas",19729
"29224","TX",48,283,"La Salle County, Texas",6290
"29225","TX",48,285,"Lavaca County, Texas",19114
"29226","TX",48,287,"Lee County, Texas",16176
"29227","TX",48,289,"Leon County, Texas",16720
"29228","TX",48,291,"Liberty County, Texas",71431
"29229","TX",48,293,"Limestone County, Texas",22481
"29230","TX",48,295,"Lipscomb County, Texas",3438
"29231","TX",48,297,"Live Oak County, Texas",10284
"29232","TX",48,299,"Llano County, Texas",19070
"29233","TX",48,301,"Loving County, Texas",117
"29234","TX",48,303,"Lubbock County, Texas",286551
"29235","TX",48,305,"Lynn County, Texas",5733
"29236","TX",48,307,"McCulloch County, Texas",8146
"29237","TX",48,309,"McLennan County, Texas",237186
"29238","TX",48,311,"McMullen County, Texas",778
"29239","TX",48,313,"Madison County, Texas",9649
"29240","TX",48,315,"Marion County, Texas",10100
"29241","TX",48,317,"Martin County, Texas",5187
"29242","TX",48,319,"Mason County, Texas",4057
"29243","TX",48,321,"Matagorda County, Texas",36183
"29244","TX",48,323,"Maverick County, Texas",55840
"29245","TX",48,325,"Medina County, Texas",44775
"29246","TX",48,327,"Menard County, Texas",2135
"29247","TX",48,329,"Midland County, Texas",150249
"29248","TX",48,331,"Milam County, Texas",23890
"29249","TX",48,333,"Mills County, Texas",4719
"29250","TX",48,335,"Mitchell County, Texas",6741
"29251","TX",48,337,"Montague County, Texas",19179
"29252","TX",48,339,"Montgomery County, Texas",499565
"29253","TX",48,341,"Moore County, Texas",22083
"29254","TX",48,343,"Morris County, Texas",12559
"29255","TX",48,345,"Motley County, Texas",1071
"29256","TX",48,347,"Nacogdoches County, Texas",64677
"29257","TX",48,349,"Navarro County, Texas",47382
"29258","TX",48,351,"Newton County, Texas",13874
"29259","TX",48,353,"Nolan County, Texas",14875
"29260","TX",48,355,"Nueces County, Texas",347131
"29261","TX",48,357,"Ochiltree County, Texas",10582
"29262","TX",48,359,"Oldham County, Texas",1637
"29263","TX",48,361,"Orange County, Texas",82514
"29264","TX",48,363,"Palo Pinto County, Texas",27642
"29265","TX",48,365,"Panola County, Texas",23702
"29266","TX",48,367,"Parker County, Texas",118993
"29267","TX",48,369,"Parmer County, Texas",9922
"29268","TX",48,371,"Pecos County, Texas",13766
"29269","TX",48,373,"Polk County, Texas",42098
"29270","TX",48,375,"Potter County, Texas",115824
"29271","TX",48,377,"Presidio County, Texas",7304
"29272","TX",48,379,"Rains County, Texas",10970
"29273","TX",48,381,"Randall County, Texas",125914
"29274","TX",48,383,"Reagan County, Texas",3566
"29275","TX",48,385,"Real County, Texas",3265
"29276","TX",48,387,"Red River County, Texas",12360
"29277","TX",48,389,"Reeves County, Texas",11364
"29278","TX",48,391,"Refugio County, Texas",7118
"29279","TX",48,393,"Roberts County, Texas",931
"29280","TX",48,395,"Robertson County, Texas",16336
"29281","TX",48,397,"Rockwall County, Texas",84784
"29282","TX",48,399,"Runnels County, Texas",10236
"29283","TX",48,401,"Rusk County, Texas",48869
"29284","TX",48,403,"Sabine County, Texas",10357
"29285","TX",48,405,"San Augustine County, Texas",8487
"29286","TX",48,407,"San Jacinto County, Texas",26876
"29287","TX",48,409,"San Patricio County, Texas",65254
"29288","TX",48,411,"San Saba County, Texas",5240
"29289","TX",48,413,"Schleicher County, Texas",3224
"29290","TX",48,415,"Scurry County, Texas",15754
"29291","TX",48,417,"Shackelford County, Texas",3333
"29292","TX",48,419,"Shelby County, Texas",25545
"29293","TX",48,421,"Sherman County, Texas",3023
"29294","TX",48,423,"Smith County, Texas",215234
"29295","TX",48,425,"Somervell County, Texas",8420
"29296","TX",48,427,"Starr County, Texas",62096
"29297","TX",48,429,"Stephens County, Texas",8781
"29298","TX",48,431,"Sterling County, Texas",1308
"29299","TX",48,433,"Stonewall County, Texas",1363
"29300","TX",48,435,"Sutton County, Texas",3941
"29301","TX",48,437,"Swisher County, Texas",7104
"29302","TX",48,439,"Tarrant County, Texas",1899050
"29303","TX",48,441,"Taylor County, Texas",129730
"29304","TX",48,443,"Terrell County, Texas",921
"29305","TX",48,445,"Terry County, Texas",11613
"29306","TX",48,447,"Throckmorton County, Texas",1534
"29307","TX",48,449,"Titus County, Texas",32259
"29308","TX",48,451,"Tom Green County, Texas",109946
"29309","TX",48,453,"Travis County, Texas",1114221
"29310","TX",48,455,"Trinity County, Texas",14331
"29311","TX",48,457,"Tyler County, Texas",19038
"29312","TX",48,459,"Upshur County, Texas",39602
"29313","TX",48,461,"Upton County, Texas",3347
"29314","TX",48,463,"Uvalde County, Texas",26595
"29315","TX",48,465,"Val Verde County, Texas",46360
"29316","TX",48,467,"Van Zandt County, Texas",52072
"29317","TX",48,469,"Victoria County, Texas",89003
"29318","TX",48,471,"Walker County, Texas",52158
"29319","TX",48,473,"Waller County, Texas",45592
"29320","TX",48,475,"Ward County, Texas",11095
"29321","TX",48,477,"Washington County, Texas",33578
"29322","TX",48,479,"Webb County, Texas",260902
"29323","TX",48,481,"Wharton County, Texas",40954
"29324","TX",48,483,"Wheeler County, Texas",5548
"29325","TX",48,485,"Wichita County, Texas",117339
"29326","TX",48,487,"Wilbarger County, Texas",12994
"29327","TX",48,489,"Willacy County, Texas",19512
"29328","TX",48,491,"Williamson County, Texas",469711
"29329","TX",48,493,"Wilson County, Texas",44857
"29330","TX",48,495,"Winkler County, Texas",7469
"29331","TX",48,497,"Wise County, Texas",60270
"29332","TX",48,499,"Wood County, Texas",41903
"29333","TX",48,501,"Yoakum County, Texas",8202
"29334","TX",48,503,"Young County, Texas",18056
"29335","TX",48,505,"Zapata County, Texas",14274
"29336","TX",48,507,"Zavala County, Texas",11806
"31200","UT",49,1,"Beaver County, Utah",6383
"31201","UT",49,3,"Box Elder County, Utah",50590
"31202","UT",49,5,"Cache County, Utah",116715
"31203","UT",49,7,"Carbon County, Utah",20711
"31204","UT",49,9,"Daggett County, Utah",651
"31205","UT",49,11,"Davis County, Utah",320325
"31206","UT",49,13,"Duchesne County, Utah",19447
"31207","UT",49,15,"Emery County, Utah",10676
"31208","UT",49,17,"Garfield County, Utah",4841
"31209","UT",49,19,"Grand County, Utah",9323
"31210","UT",49,21,"Iron County, Utah",46698
"31211","UT",49,23,"Juab County, Utah",10257
"31212","UT",49,25,"Kane County, Utah",7110
"31213","UT",49,27,"Millard County, Utah",12430
"31214","UT",49,29,"Morgan County, Utah",10246
"31215","UT",49,31,"Piute County, Utah",1826
"31216","UT",49,33,"Rich County, Utah",2287
"31217","UT",49,35,"Salt Lake County, Utah",1070940
"31218","UT",49,37,"San Juan County, Utah",14885
"31219","UT",49,39,"Sanpete County, Utah",25686
"31220","UT",49,41,"Sevier County, Utah",20514
"31221","UT",49,43,"Summit County, Utah",38397
"31222","UT",49,45,"Tooele County, Utah",60387
"31223","UT",49,47,"Uintah County, Utah",35348
"31224","UT",49,49,"Utah County, Utah",548331
"31225","UT",49,51,"Wasatch County, Utah",26487
"31226","UT",49,53,"Washington County, Utah",146773
"31227","UT",49,55,"Wayne County, Utah",2704
"31228","UT",49,57,"Weber County, Utah",235865
"31580","VA",51,1,"Accomack County, Virginia",32709
"31581","VA",51,3,"Albemarle County, Virginia",101532
"31582","VA",51,5,"Alleghany County, Virginia",15826
"31583","VA",51,7,"Amelia County, Virginia",12678
"31584","VA",51,9,"Amherst County, Virginia",31970
"31585","VA",51,11,"Appomattox County, Virginia",15137
"31586","VA",51,13,"Arlington County, Virginia",220280
"31587","VA",51,15,"Augusta County, Virginia",70232
"31588","VA",51,17,"Bath County, Virginia",4521
"31589","VA",51,19,"Bedford County, Virginia",76027
"31590","VA",51,21,"Bland County, Virginia",5727
"31591","VA",51,23,"Botetourt County, Virginia",32886
"31592","VA",51,25,"Brunswick County, Virginia",15216
"31593","VA",51,27,"Buchanan County, Virginia",22446
"31594","VA",51,29,"Buckingham County, Virginia",15040
"31595","VA",51,31,"Campbell County, Virginia",54526
"31596","VA",51,33,"Caroline County, Virginia",27198
"31597","VA",51,35,"Carroll County, Virginia",29718
"31598","VA",51,36,"Charles City County, Virginia",7095
"31599","VA",51,37,"Charlotte County, Virginia",12175
"31600","VA",51,41,"Chesterfield County, Virginia",325417
"31601","VA",51,43,"Clarke County, Virginia",14104
"31602","VA",51,45,"Craig County, Virginia",5195
"31603","VA",51,47,"Culpeper County, Virginia",46825
"31604","VA",51,49,"Cumberland County, Virginia",9859
"31605","VA",51,51,"Dickenson County, Virginia",15068
"31606","VA",51,53,"Dinwiddie County, Virginia",27685
"31607","VA",51,57,"Essex County, Virginia",11075
"31608","VA",51,59,"Fairfax County, Virginia",1115267
"31609","VA",51,61,"Fauquier County, Virginia",67009
"31610","VA",51,63,"Floyd County, Virginia",15435
"31611","VA",51,65,"Fluvanna County, Virginia",24710
"31612","VA",51,67,"Franklin County, Virginia",55986
"31613","VA",51,69,"Frederick County, Virginia",80365
"31614","VA",51,71,"Giles County, Virginia",16774
"31615","VA",51,73,"Gloucester County, Virginia",36176
"31616","VA",51,75,"Goochland County, Virginia",20409
"31617","VA",51,77,"Grayson County, Virginia",15297
"31618","VA",51,79,"Greene County, Virginia",18728
"31619","VA",51,81,"Greensville County, Virginia",7564
"31620","VA",51,83,"Halifax County, Virginia",34794
"31621","VA",51,85,"Hanover County, Virginia",100598
"31622","VA",51,87,"Henrico County, Virginia",316845
"31623","VA",51,89,"Henry County, Virginia",51968
"31624","VA",51,91,"Highland County, Virginia",2244
"31625","VA",51,93,"Isle of Wight County, Virginia",35270
"31626","VA",51,95,"James City County, Virginia",69082
"31627","VA",51,97,"King and Queen County, Virginia",7106
"31628","VA",51,99,"King George County, Virginia",24508
"31629","VA",51,101,"King William County, Virginia",16038
"31630","VA",51,103,"Lancaster County, Virginia",11043
"31631","VA",51,105,"Lee County, Virginia",23781
"31632","VA",51,107,"Loudoun County, Virginia",349284
"31633","VA",51,109,"Louisa County, Virginia",33888
"31634","VA",51,111,"Lunenburg County, Virginia",11191
"31635","VA",51,113,"Madison County, Virginia",12971
"31636","VA",51,115,"Mathews County, Virginia",8761
"31637","VA",51,117,"Mecklenburg County, Virginia",30192
"31638","VA",51,119,"Middlesex County, Virginia",10350
"31639","VA",51,121,"Montgomery County, Virginia",95900
"31640","VA",51,125,"Nelson County, Virginia",14801
"31641","VA",51,127,"New Kent County, Virginia",19020
"31642","VA",51,131,"Northampton County, Virginia",11886
"31643","VA",51,133,"Northumberland County, Virginia",12304
"31644","VA",51,135,"Nottoway County, Virginia",14489
"31645","VA",51,137,"Orange County, Virginia",34073
"31646","VA",51,139,"Page County, Virginia",23648
"31647","VA",51,141,"Patrick County, Virginia",18037
"31648","VA",51,143,"Pittsylvania County, Virginia",61986
"31649","VA",51,145,"Powhatan County, Virginia",25621
"31650","VA",51,147,"Prince Edward County, Virginia",22299
"31651","VA",51,149,"Prince George County, Virginia",32524
"31652","VA",51,153,"Prince William County, Virginia",429049
"31653","VA",51,155,"Pulaski County, Virginia",33589
"31654","VA",51,157,"Rappahannock County, Virginia",7413
"31655","VA",51,159,"Richmond County, Virginia",7104
"31656","VA",51,161,"Roanoke County, Virginia",92069
"31657","VA",51,163,"Rockbridge County, Virginia",22265
"31658","VA",51,165,"Rockingham County, Virginia",77411
"31659","VA",51,167,"Russell County, Virginia",28019
"31660","VA",51,169,"Scott County, Virginia",21949
"31661","VA",51,171,"Shenandoah County, Virginia",42272
"31662","VA",51,173,"Smyth County, Virginia",31198
"31663","VA",51,175,"Southampton County, Virginia",16872
"31664","VA",51,177,"Spotsylvania County, Virginia",126780
"31665","VA",51,179,"Stafford County, Virginia",131108
"31666","VA",51,181,"Surry County, Virginia",6823
"31667","VA",51,183,"Sussex County, Virginia",6626
"31668","VA",51,185,"Tazewell County, Virginia",42700
"31669","VA",51,187,"Warren County, Virginia",38112
"31670","VA",51,191,"Washington County, Virginia",54120
"31671","VA",51,193,"Westmoreland County, Virginia",17403
"31672","VA",51,195,"Wise County, Virginia",38320
"31673","VA",51,197,"Wythe County, Virginia",28917
"31674","VA",51,199,"York County, Virginia",63478
"31675","VA",51,510,"Alexandria city, Virginia",146228
"31676","VA",51,520,"Bristol city, Virginia",17367
"31677","VA",51,530,"Buena Vista city, Virginia",6590
"31678","VA",51,540,"Charlottesville city, Virginia",44706
"31679","VA",51,550,"Chesapeake city, Virginia",218437
"31680","VA",51,570,"Colonial Heights city, Virginia",17268
"31681","VA",51,580,"Covington city, Virginia",5556
"31682","VA",51,590,"Danville city, Virginia",41309
"31683","VA",51,595,"Emporia city, Virginia",5457
"31684","VA",51,600,"Fairfax city, Virginia",22898
"31685","VA",51,610,"Falls Church city, Virginia",13211
"31686","VA",51,620,"Franklin city, Virginia",8327
"31687","VA",51,630,"Fredericksburg city, Virginia",27148
"31688","VA",51,640,"Galax city, Virginia",6586
"31689","VA",51,650,"Hampton city, Virginia",131770
"31690","VA",51,660,"Harrisonburg city, Virginia",50672
"31691","VA",51,670,"Hopewell city, Virginia",21948
"31692","VA",51,678,"Lexington city, Virginia",5643
"31693","VA",51,680,"Lynchburg city, Virginia",76635
"31694","VA",51,683,"Manassas city, Virginia",40689
"31695","VA",51,685,"Manassas Park city, Virginia",15539
"31696","VA",51,690,"Martinsville city, Virginia",13271
"31697","VA",51,700,"Newport News city, Virginia",172212
"31698","VA",51,710,"Norfolk city, Virginia",219275
"31699","VA",51,720,"Norton city, Virginia",3949
"31700","VA",51,730,"Petersburg city, Virginia",31239
"31701","VA",51,735,"Poquoson city, Virginia",11937
"31702","VA",51,740,"Portsmouth city, Virginia",92298
"31703","VA",51,750,"Radford city, Virginia",16886
"31704","VA",51,760,"Richmond city, Virginia",211150
"31705","VA",51,770,"Roanoke city, Virginia",97442
"31706","VA",51,775,"Salem city, Virginia",24495
"31707","VA",51,790,"Staunton city, Virginia",23645
"31708","VA",51,800,"Suffolk city, Virginia",83818
"31709","VA",51,810,"Virginia Beach city, Virginia",422939
"31710","VA",51,820,"Waynesboro city, Virginia",21009
"31711","VA",51,830,"Williamsburg city, Virginia",14572
"31712","VA",51,840,"Winchester city, Virginia",26906
"32344","VT",50,1,"Addison County, Vermont",36714
"32345","VT",50,3,"Bennington County, Vermont",36104
"32346","VT",50,5,"Caledonia County, Vermont",30621
"32347","VT",50,7,"Chittenden County, Vermont",158543
"32348","VT",50,9,"Essex County, Vermont",6207
"32349","VT",50,11,"Franklin County, Vermont",47875
"32350","VT",50,13,"Grand Isle County, Vermont",6952
"32351","VT",50,15,"Lamoille County, Vermont",24932
"32352","VT",50,17,"Orange County, Vermont",28842
"32353","VT",50,19,"Orleans County, Vermont",26503
"32354","VT",50,21,"Rutland County, Vermont",59848
"32355","VT",50,23,"Washington County, Vermont",58630
"32356","VT",50,25,"Windham County, Vermont",43417
"32357","VT",50,27,"Windsor County, Vermont",55269
"32498","WA",53,1,"Adams County, Washington",18848
"32499","WA",53,3,"Asotin County, Washington",21857
"32500","WA",53,5,"Benton County, Washington",183388
"32501","WA",53,7,"Chelan County, Washington",73694
"32502","WA",53,9,"Clallam County, Washington",71421
"32503","WA",53,11,"Clark County, Washington",442053
"32504","WA",53,13,"Columbia County, Washington",3929
"32505","WA",53,15,"Cowlitz County, Washington",101330
"32506","WA",53,17,"Douglas County, Washington",39468
"32507","WA",53,19,"Ferry County, Washington",7580
"32508","WA",53,21,"Franklin County, Washington",84275
"32509","WA",53,23,"Garfield County, Washington",2202
"32510","WA",53,25,"Grant County, Washington",91556
"32511","WA",53,27,"Grays Harbor County, Washington",68542
"32512","WA",53,29,"Island County, Washington",74364
"32513","WA",53,31,"Jefferson County, Washington",29364
"32514","WA",53,33,"King County, Washington",2032142
"32515","WA",53,35,"Kitsap County, Washington",241615
"32516","WA",53,37,"Kittitas County, Washington",41897
"32517","WA",53,39,"Klickitat County, Washington",20777
"32518","WA",53,41,"Lewis County, Washington",74674
"32519","WA",53,43,"Lincoln County, Washington",10234
"32520","WA",53,45,"Mason County, Washington",59332
"32521","WA",53,47,"Okanogan County, Washington",40817
"32522","WA",53,49,"Pacific County, Washington",20398
"32523","WA",53,51,"Pend Oreille County, Washington",12857
"32524","WA",53,53,"Pierce County, Washington",799506
"32525","WA",53,55,"San Juan County, Washington",15901
"32526","WA",53,57,"Skagit County, Washington",118092
"32527","WA",53,59,"Skamania County, Washington",11205
"32528","WA",53,61,"Snohomish County, Washington",737109
"32529","WA",53,63,"Spokane County, Washington",471824
"32530","WA",53,65,"Stevens County, Washington",43286
"32531","WA",53,67,"Thurston County, Washington",256560
"32532","WA",53,69,"Wahkiakum County, Washington",3973
"32533","WA",53,71,"Walla Walla County, Washington",56365
"32534","WA",53,73,"Whatcom County, Washington",205396
"32535","WA",53,75,"Whitman County, Washington",46502
"32536","WA",53,77,"Yakima County, Washington",244521
"33208","WI",55,1,"Adams County, Wisconsin",19253
"33209","WI",55,3,"Ashland County, Wisconsin",15758
"33210","WI",55,5,"Barron County, Wisconsin",45096
"33211","WI",55,7,"Bayfield County, Wisconsin",14926
"33212","WI",55,9,"Brown County, Wisconsin",251575
"33213","WI",55,11,"Buffalo County, Wisconsin",13232
"33214","WI",55,13,"Burnett County, Wisconsin",15202
"33215","WI",55,15,"Calumet County, Wisconsin",49491
"33216","WI",55,17,"Chippewa County, Wisconsin",60973
"33217","WI",55,19,"Clark County, Wisconsin",34018
"33218","WI",55,21,"Columbia County, Wisconsin",55226
"33219","WI",55,23,"Crawford County, Wisconsin",15818
"33220","WI",55,25,"Dane County, Wisconsin",506157
"33221","WI",55,27,"Dodge County, Wisconsin",83914
"33222","WI",55,29,"Door County, Wisconsin",27422
"33223","WI",55,31,"Douglas County, Wisconsin",43205
"33224","WI",55,33,"Dunn County, Wisconsin",43818
"33225","WI",55,35,"Eau Claire County, Wisconsin",100589
"33226","WI",55,37,"Florence County, Wisconsin",4418
"33227","WI",55,39,"Fond du Lac County, Wisconsin",100260
"33228","WI",55,41,"Forest County, Wisconsin",8951
"33229","WI",55,43,"Grant County, Wisconsin",50375
"33230","WI",55,45,"Green County, Wisconsin",36697
"33231","WI",55,47,"Green Lake County, Wisconsin",18767
"33232","WI",55,49,"Iowa County, Wisconsin",23589
"33233","WI",55,51,"Iron County, Wisconsin",5802
"33234","WI",55,53,"Jackson County, Wisconsin",19337
"33235","WI",55,55,"Jefferson County, Wisconsin",83864
"33236","WI",55,57,"Juneau County, Wisconsin",24988
"33237","WI",55,59,"Kenosha County, Wisconsin",165871
"33238","WI",55,61,"Kewaunee County, Wisconsin",20343
"33239","WI",55,63,"La Crosse County, Wisconsin",115788
"33240","WI",55,65,"Lafayette County, Wisconsin",16735
"33241","WI",55,67,"Langlade County, Wisconsin",19305
"33242","WI",55,69,"Lincoln County, Wisconsin",27729
"33243","WI",55,71,"Manitowoc County, Wisconsin",79942
"33244","WI",55,73,"Marathon County, Wisconsin",134001
"33245","WI",55,75,"Marinette County, Wisconsin",40738
"33246","WI",55,77,"Marquette County, Wisconsin",14981
"33247","WI",55,78,"Menominee County, Wisconsin",4398
"33248","WI",55,79,"Milwaukee County, Wisconsin",946726
"33249","WI",55,81,"Monroe County, Wisconsin",44277
"33250","WI",55,83,"Oconto County, Wisconsin",37211
"33251","WI",55,85,"Oneida County, Wisconsin",35123
"33252","WI",55,87,"Outagamie County, Wisconsin",178942
"33253","WI",55,89,"Ozaukee County, Wisconsin",86716
"33254","WI",55,91,"Pepin County, Wisconsin",7254
"33255","WI",55,93,"Pierce County, Wisconsin",40550
"33256","WI",55,95,"Polk County, Wisconsin",43131
"33257","WI",55,97,"Portage County, Wisconsin",70114
"33258","WI",55,99,"Price County, Wisconsin",13604
"33259","WI",55,101,"Racine County, Wisconsin",190768
"33260","WI",55,103,"Richland County, Wisconsin",17605
"33261","WI",55,105,"Rock County, Wisconsin",159341
"33262","WI",55,107,"Rusk County, Wisconsin",14219
"33263","WI",55,109,"St. Croix County, Wisconsin",85357
"33264","WI",55,111,"Sauk County, Wisconsin",62264
"33265","WI",55,113,"Sawyer County, Wisconsin",16175
"33266","WI",55,115,"Shawano County, Wisconsin",40958
"33267","WI",55,117,"Sheboygan County, Wisconsin",112918
"33268","WI",55,119,"Taylor County, Wisconsin",20338
"33269","WI",55,121,"Trempealeau County, Wisconsin",28984
"33270","WI",55,123,"Vernon County, Wisconsin",29971
"33271","WI",55,125,"Vilas County, Wisconsin",21178
"33272","WI",55,127,"Walworth County, Wisconsin",102234
"33273","WI",55,129,"Washburn County, Wisconsin",15513
"33274","WI",55,131,"Washington County, Wisconsin",131975
"33275","WI",55,133,"Waukesha County, Wisconsin",391307
"33276","WI",55,135,"Waupaca County, Wisconsin",50642
"33277","WI",55,137,"Waushara County, Wisconsin",23169
"33278","WI",55,139,"Winnebago County, Wisconsin",163911
"33279","WI",55,141,"Wood County, Wisconsin",73336
"34105","WV",54,1,"Barbour County, West Virginia",16574
"34106","WV",54,3,"Berkeley County, West Virginia",108065
"34107","WV",54,5,"Boone County, West Virginia",23884
"34108","WV",54,7,"Braxton County, West Virginia",14109
