"","State","StateFIPS","CountyFIPS","AreaName","Total Population","Total Male","Total Female","Median Age","Median Age_Male","Median Age_Female"
"19187","NE",31,101,"Keith County, Nebraska",8146,4073,4073,"49.1","47.7","49.8"
"19188","NE",31,103,"Keya Paha County, Nebraska",711,368,343,"52.8","53.1","51.4"
"19189","NE",31,105,"Kimball County, Nebraska",3720,1847,1873,"45.7","45.4","46.2"
"19190","NE",31,107,"Knox County, Nebraska",8556,4162,4394,"47.6","45.9","49.0"
"19191","NE",31,109,"Lancaster County, Nebraska",298080,149454,148626,"32.9","32.1","33.8"
"19192","NE",31,111,"Lincoln County, Nebraska",35896,17721,18175,"40.1","39.2","40.7"
"19193","NE",31,113,"Logan County, Nebraska",851,412,439,"44.8","45.3","44.2"
"19194","NE",31,115,"Loup County, Nebraska",548,272,276,"51.8","52.3","50.8"
"19195","NE",31,117,"McPherson County, Nebraska",433,223,210,"46.9","45.6","48.6"
"19196","NE",31,119,"Madison County, Nebraska",35111,17387,17724,"37.5","35.3","39.3"
"19197","NE",31,121,"Merrick County, Nebraska",7776,3826,3950,"43.8","43.3","45.2"
"19198","NE",31,123,"Morrill County, Nebraska",4874,2491,2383,"41.3","41.1","41.7"
"19199","NE",31,125,"Nance County, Nebraska",3639,1806,1833,"45.9","44.2","48.1"
"19200","NE",31,127,"Nemaha County, Nebraska",7168,3481,3687,"39.1","36.8","41.4"
"19201","NE",31,129,"Nuckolls County, Nebraska",4391,2175,2216,"49.2","48.0","50.9"
"19202","NE",31,131,"Otoe County, Nebraska",15842,7841,8001,"41.8","39.6","43.8"
"19203","NE",31,133,"Pawnee County, Nebraska",2726,1382,1344,"49.1","46.9","50.9"
"19204","NE",31,135,"Perkins County, Nebraska",2924,1444,1480,"44.1","41.6","45.6"
"19205","NE",31,137,"Phelps County, Nebraska",9216,4599,4617,"42.0","40.1","44.6"
"19206","NE",31,139,"Pierce County, Nebraska",7184,3632,3552,"41.3","39.8","42.9"
"19207","NE",31,141,"Platte County, Nebraska",32642,16580,16062,"38.0","35.9","39.8"
"19208","NE",31,143,"Polk County, Nebraska",5271,2632,2639,"45.4","44.6","46.3"
"19209","NE",31,145,"Red Willow County, Nebraska",10946,5480,5466,"41.8","38.8","43.8"
"19210","NE",31,147,"Richardson County, Nebraska",8201,4081,4120,"47.0","46.1","48.1"
"19211","NE",31,149,"Rock County, Nebraska",1401,679,722,"52.0","49.8","53.4"
"19212","NE",31,151,"Saline County, Nebraska",14360,7438,6922,"36.6","35.5","37.8"
"19213","NE",31,153,"Sarpy County, Nebraska",169192,84574,84618,"33.7","32.7","34.6"
"19214","NE",31,155,"Saunders County, Nebraska",20913,10568,10345,"41.4","40.6","42.4"
"19215","NE",31,157,"Scotts Bluff County, Nebraska",36684,17699,18985,"38.8","37.7","39.5"
"19216","NE",31,159,"Seward County, Nebraska",16998,8690,8308,"38.2","36.3","40.7"
"19217","NE",31,161,"Sheridan County, Nebraska",5294,2608,2686,"46.1","45.2","47.8"
"19218","NE",31,163,"Sherman County, Nebraska",3107,1534,1573,"49.5","47.7","50.5"
"19219","NE",31,165,"Sioux County, Nebraska",1249,651,598,"48.1","51.2","45.9"
"19220","NE",31,167,"Stanton County, Nebraska",6081,3037,3044,"38.8","36.8","41.4"
"19221","NE",31,169,"Thayer County, Nebraska",5182,2553,2629,"48.9","47.6","50.9"
"19222","NE",31,171,"Thomas County, Nebraska",675,356,319,"44.0","42.4","48.0"
"19223","NE",31,173,"Thurston County, Nebraska",6946,3430,3516,"28.6","27.5","30.3"
"19224","NE",31,175,"Valley County, Nebraska",4254,2129,2125,"46.0","44.2","46.6"
"19225","NE",31,177,"Washington County, Nebraska",20257,9976,10281,"41.2","40.1","42.4"
"19226","NE",31,179,"Wayne County, Nebraska",9425,4839,4586,"30.1","27.2","32.2"
"19227","NE",31,181,"Webster County, Nebraska",3697,1793,1904,"47.5","45.5","49.0"
"19228","NE",31,183,"Wheeler County, Nebraska",847,432,415,"47.8","46.7","48.8"
"19229","NE",31,185,"York County, Nebraska",13825,6832,6993,"41.3","38.2","43.6"
"19838","NH",33,1,"Belknap County, New Hampshire",60399,29573,30826,"46.1","45.3","46.8"
"19839","NH",33,3,"Carroll County, New Hampshire",47513,23712,23801,"50.3","49.3",NA
"19840","NH",33,5,"Cheshire County, New Hampshire",76430,37155,39275,NA,"41.4","42.5"
"19841","NH",33,7,"Coos County, New Hampshire",31870,16226,15644,"48.1","46.7","49.5"
"19842","NH",33,9,"Grafton County, New Hampshire",89341,44024,45317,"41.9","40.5","43.1"
"19843","NH",33,11,"Hillsborough County, New Hampshire",403972,200201,203771,"40.1","39.2","41.1"
"19844","NH",33,13,"Merrimack County, New Hampshire",147262,72470,74792,"42.6","41.4","43.7"
"19845","NH",33,15,"Rockingham County, New Hampshire",299006,147837,151169,"43.5","42.6","44.3"
"19846","NH",33,17,"Strafford County, New Hampshire",125273,61104,64169,"37.2","36.1","38.3"
"19847","NH",33,19,"Sullivan County, New Hampshire",43135,21182,21953,"45.1","44.4","46.3"
"19961","NJ",34,1,"Atlantic County, New Jersey",275376,133217,142159,"40.6","38.9","42.0"
"19962","NJ",34,3,"Bergen County, New Jersey",926330,448049,478281,"41.5","40.0","42.9"
"19963","NJ",34,5,"Burlington County, New Jersey",450556,221673,228883,"41.0","39.2","42.6"
"19964","NJ",34,7,"Camden County, New Jersey",511998,247370,264628,"38.3","36.6","40.1"
"19965","NJ",34,9,"Cape May County, New Jersey",95805,46617,49188,"48.3","46.7","49.9"
"19966","NJ",34,11,"Cumberland County, New Jersey",157035,80938,76097,"36.9","35.6","38.8"
"19967","NJ",34,13,"Essex County, New Jersey",791609,380222,411387,"36.9","35.4","38.4"
"19968","NJ",34,15,"Gloucester County, New Jersey",290298,141053,149245,"39.6","38.2","40.8"
"19969","NJ",34,17,"Hudson County, New Jersey",662619,329204,333415,"34.7","33.8","35.6"
"19970","NJ",34,19,"Hunterdon County, New Jersey",126250,62901,63349,"45.0","43.5","46.1"
"19971","NJ",34,21,"Mercer County, New Jersey",370212,181158,189054,"38.4","36.9","39.9"
"19972","NJ",34,23,"Middlesex County, New Jersey",830300,408374,421926,"37.7","36.6","38.9"
"19973","NJ",34,25,"Monmouth County, New Jersey",629185,306200,322985,"42.3","40.9","43.6"
"19974","NJ",34,27,"Morris County, New Jersey",498192,244074,254118,"42.0","40.8","43.3"
"19975","NJ",34,29,"Ocean County, New Jersey",583450,280258,303192,"42.8","40.4","45.1"
"19976","NJ",34,31,"Passaic County, New Jersey",507574,247026,260548,"36.5","35.1","37.9"
"19977","NJ",34,33,"Salem County, New Jersey",65120,31653,33467,"41.8","40.2","42.8"
"19978","NJ",34,35,"Somerset County, New Jersey",330604,161252,169352,"40.8","39.6","42.0"
"19979","NJ",34,37,"Sussex County, New Jersey",145930,72391,73539,"43.4","42.5","44.2"
"19980","NJ",34,39,"Union County, New Jersey",548744,267263,281481,"38.1","36.5","39.5"
"19981","NJ",34,41,"Warren County, New Jersey",107226,52134,55092,"42.6","41.4","43.7"
"20558","NM",35,1,"Bernalillo County, New Mexico",673943,330578,343365,"36.5","35.2","37.9"
"20559","NM",35,3,"Catron County, New Mexico",3583,1904,1679,"57.1","55.5","58.7"
"20560","NM",35,5,"Chaves County, New Mexico",65811,32746,33065,"34.8","32.9","36.7"
"20561","NM",35,6,"Cibola County, New Mexico",27382,13817,13565,"36.2","35.2","37.8"
"20562","NM",35,7,"Colfax County, New Mexico",12997,6510,6487,"47.6","46.9","48.4"
"20563","NM",35,9,"Curry County, New Mexico",50497,26088,24409,"30.7","29.3","32.9"
"20564","NM",35,11,"De Baca County, New Mexico",2020,907,1113,"47.3","51.2","45.9"
"20565","NM",35,13,"Doña Ana County, New Mexico",213963,105321,108642,"32.4","31.1","34.0"
"20566","NM",35,15,"Eddy County, New Mexico",55641,28251,27390,"36.5","35.3","37.7"
"20567","NM",35,17,"Grant County, New Mexico",29119,14383,14736,"46.5","44.6","48.1"
"20568","NM",35,19,"Guadalupe County, New Mexico",4526,2620,1906,"41.6","40.9","41.9"
"20569","NM",35,21,"Harding County, New Mexico",565,292,273,"56.9","59.5","55.8"
"20570","NM",35,23,"Hidalgo County, New Mexico",4643,2313,2330,"41.8","40.6","42.4"
"20571","NM",35,25,"Lea County, New Mexico",68149,35007,33142,"31.8","31.5","32.2"
"20572","NM",35,27,"Lincoln County, New Mexico",19931,9898,10033,"50.4","48.4","51.1"
"20573","NM",35,28,"Los Alamos County, New Mexico",17939,9179,8760,"43.5","41.8","45.1"
"20574","NM",35,29,"Luna County, New Mexico",24789,12353,12436,"39.0","38.3","39.2"
"20575","NM",35,31,"McKinley County, New Mexico",73998,35681,38317,"30.8","29.0","32.3"
"20576","NM",35,33,"Mora County, New Mexico",4660,2226,2434,"42.6","44.0","42.6"
"20577","NM",35,35,"Otero County, New Mexico",65318,33379,31939,"35.6","33.1","37.9"
"20578","NM",35,37,"Quay County, New Mexico",8698,4216,4482,"45.7","43.7","48.2"
"20579","NM",35,39,"Rio Arriba County, New Mexico",39949,19625,20324,"40.1","39.6","40.6"
"20580","NM",35,41,"Roosevelt County, New Mexico",19908,10076,9832,"29.4","28.0","30.8"
"20581","NM",35,43,"Sandoval County, New Mexico",136638,67141,69497,"39.1","37.6","40.1"
"20582","NM",35,45,"San Juan County, New Mexico",125133,62024,63109,"34.2","33.1","35.2"
"20583","NM",35,47,"San Miguel County, New Mexico",28668,14230,14438,"42.5","42.1","42.9"
"20584","NM",35,49,"Santa Fe County, New Mexico",147108,71649,75459,"44.4","42.7","46.2"
"20585","NM",35,51,"Sierra County, New Mexico",11615,5822,5793,"55.6","54.7","56.5"
"20586","NM",35,53,"Socorro County, New Mexico",17494,9115,8379,"36.8","33.9","42.8"
"20587","NM",35,55,"Taos County, New Mexico",32943,16073,16870,"46.8","46.1","48.5"
"20588","NM",35,57,"Torrance County, New Mexico",15853,8258,7595,"43.3","43.1","43.5"
"20589","NM",35,59,"Union County, New Mexico",4339,2422,1917,"40.3","38.2","45.2"
"20590","NM",35,61,"Valencia County, New Mexico",76297,38310,37987,"38.5","36.9","40.0"
"21067","NV",32,1,"Churchill County, Nevada",24252,12368,11884,"38.9","37.1","40.8"
"21068","NV",32,3,"Clark County, Nevada",2035572,1019927,1015645,"36.4","35.9","37.0"
"21069","NV",32,5,"Douglas County, Nevada",47259,23755,23504,"49.4","48.7","50.0"
"21070","NV",32,7,"Elko County, Nevada",51562,26951,24611,"33.5","32.9","34.1"
"21071","NV",32,9,"Esmeralda County, Nevada",1141,520,621,"46.5","43.0","47.5"
"21072","NV",32,11,"Eureka County, Nevada",1669,797,872,"43.9","44.9","42.6"
"21073","NV",32,13,"Humboldt County, Nevada",17067,8971,8096,"35.3","34.9","35.4"
"21074","NV",32,15,"Lander County, Nevada",5946,3231,2715,"37.2","36.4","37.6"
"21075","NV",32,17,"Lincoln County, Nevada",5194,2854,2340,"37.4","37.3","38.1"
"21076","NV",32,19,"Lyon County, Nevada",51657,26001,25656,"43.2","43.1","43.4"
"21077","NV",32,21,"Mineral County, Nevada",4566,2433,2133,"48.7","48.0","49.2"
"21078","NV",32,23,"Nye County, Nevada",42625,21179,21446,"50.8","50.8","50.8"
"21079","NV",32,27,"Pershing County, Nevada",6722,4455,2267,"41.3","39.5","44.1"
"21080","NV",32,29,"Storey County, Nevada",3929,1882,2047,"54.7","54.0","55.6"
"21081","NV",32,31,"Washoe County, Nevada",435019,218795,216224,"37.6","36.8","38.4"
"21082","NV",32,33,"White Pine County, Nevada",9974,5657,4317,"39.4","38.4","40.3"
"21083","NV",32,510,"Carson City, Nevada",54482,27959,26523,"42.6","41.2","44.4"
"21240","NY",36,1,"Albany County, New York",307463,148776,158687,"37.9","36.4","39.6"
"21241","NY",36,3,"Allegany County, New York",48070,24313,23757,"38.3","36.8","39.7"
"21242","NY",36,5,"Bronx County, New York",1428357,672447,755910,"33.2","30.9","35.2"
"21243","NY",36,7,"Broome County, New York",198093,97363,100730,"39.9","37.8","42.0"
"21244","NY",36,9,"Cattaraugus County, New York",78962,39089,39873,"41.4","40.6","42.1"
"21245","NY",36,11,"Cayuga County, New York",79173,40576,38597,"42.5","41.2","44.0"
"21246","NY",36,13,"Chautauqua County, New York",132646,65776,66870,"41.7","40.2","43.1"
"21247","NY",36,15,"Chemung County, New York",88267,43776,44491,"40.9","39.6","42.3"
"21248","NY",36,17,"Chenango County, New York",49549,24678,24871,"43.8","42.6","45.0"
"21249","NY",36,19,"Clinton County, New York",81685,42107,39578,"39.4","38.2","40.5"
"21250","NY",36,21,"Columbia County, New York",62195,31244,30951,"46.6","45.8","47.9"
"21251","NY",36,23,"Cortland County, New York",49043,23921,25122,"36.1","35.7","36.4"
"21252","NY",36,25,"Delaware County, New York",46901,23515,23386,"46.4","45.7","47.0"
"21253","NY",36,27,"Dutchess County, New York",296928,147663,149265,"41.2","40.1","42.4"
"21254","NY",36,29,"Erie County, New York",921584,445761,475823,"40.4","38.4","42.3"
"21255","NY",36,31,"Essex County, New York",38912,20283,18629,"45.9","44.0","48.1"
"21256","NY",36,33,"Franklin County, New York",51280,28253,23027,"39.8","37.5","43.2"
"21257","NY",36,35,"Fulton County, New York",54606,27217,27389,"42.8","41.4","44.4"
"21258","NY",36,37,"Genesee County, New York",59458,29617,29841,"42.7","41.4","43.9"
"21259","NY",36,39,"Greene County, New York",48312,24996,23316,"45.2","43.4","46.7"
"21260","NY",36,41,"Hamilton County, New York",4760,2406,2354,"51.9","51.7","52.7"
"21261","NY",36,43,"Herkimer County, New York",64034,31598,32436,"42.9","40.9","44.0"
"21262","NY",36,45,"Jefferson County, New York",118947,61875,57072,"31.8","30.5","33.6"
"21263","NY",36,47,"Kings County, New York",2595259,1229001,1366258,"34.4","32.8","35.8"
"21264","NY",36,49,"Lewis County, New York",27124,13715,13409,"41.4","40.4","42.3"
"21265","NY",36,51,"Livingston County, New York",64801,32469,32332,"40.1","39.5","41.0"
"21266","NY",36,53,"Madison County, New York",72427,35647,36780,"40.8","39.3","41.8"
"21267","NY",36,55,"Monroe County, New York",749356,362021,387335,"38.5","36.5","40.3"
"21268","NY",36,57,"Montgomery County, New York",49779,24504,25275,"41.0","39.0","42.5"
"21269","NY",36,59,"Nassau County, New York",1354612,656738,697874,"41.3","39.6","43.0"
"21270","NY",36,61,"New York County, New York",1629507,769434,860073,"36.6","36.1","37.1"
"21271","NY",36,63,"Niagara County, New York",214150,104173,109977,"42.6","41.5","43.8"
"21272","NY",36,65,"Oneida County, New York",233558,116334,117224,"41.2","39.4","42.9"
"21273","NY",36,67,"Onondaga County, New York",468304,226176,242128,"38.8","37.1","40.4"
"21274","NY",36,69,"Ontario County, New York",109192,53574,55618,"43.1","42.2","44.2"
"21275","NY",36,71,"Orange County, New York",375384,187873,187511,"36.8","34.9","38.6"
"21276","NY",36,73,"Orleans County, New York",42204,21001,21203,"42.2","41.0","43.3"
"21277","NY",36,75,"Oswego County, New York",121183,60691,60492,"39.2","38.6","39.8"
"21278","NY",36,77,"Otsego County, New York",61399,29873,31526,"41.6","41.0","42.2"
"21279","NY",36,79,"Putnam County, New York",99488,49597,49891,"42.8","41.6","44.0"
"21280","NY",36,81,"Queens County, New York",2301139,1115459,1185680,"37.7","36.2","39.2"
"21281","NY",36,83,"Rensselaer County, New York",159900,78944,80956,"39.8","37.8","41.4"
"21282","NY",36,85,"Richmond County, New York",472481,228703,243778,"39.3","37.6","40.9"
"21283","NY",36,87,"Rockland County, New York",320688,157250,163438,"36.3","34.2","38.5"
"21284","NY",36,89,"St. Lawrence County, New York",112011,57007,55004,"37.8","35.8","39.6"
"21285","NY",36,91,"Saratoga County, New York",223774,110362,113412,"41.8","40.9","42.9"
"21286","NY",36,93,"Schenectady County, New York",154796,75210,79586,"39.9","38.4","41.6"
"21287","NY",36,95,"Schoharie County, New York",31913,15946,15967,"43.3","42.7","44.2"
"21288","NY",36,97,"Schuyler County, New York",18410,9262,9148,"45.5","43.4","47.3"
"21289","NY",36,99,"Seneca County, New York",35144,18527,16617,"42.3","40.4","44.2"
"21290","NY",36,101,"Steuben County, New York",98665,48887,49778,"42.0","41.5","42.7"
"21291","NY",36,103,"Suffolk County, New York",1501373,739210,762163,"40.6","39.1","42.0"
"21292","NY",36,105,"Sullivan County, New York",76330,38992,37338,"42.2","41.5","42.9"
"21293","NY",36,107,"Tioga County, New York",50199,24794,25405,"43.6","41.7","44.8"
"21294","NY",36,109,"Tompkins County, New York",103855,51125,52730,"30.2","28.5","31.8"
"21295","NY",36,111,"Ulster County, New York",181300,90169,91131,"43.1","42.1","44.3"
"21296","NY",36,113,"Warren County, New York",65180,31977,33203,"45.2","44.0","46.4"
"21297","NY",36,115,"Washington County, New York",62700,32471,30229,"42.9","41.7","44.4"
"21298","NY",36,117,"Wayne County, New York",92416,45726,46690,"43.1","42.4","43.7"
"21299","NY",36,119,"Westchester County, New York",967315,466996,500319,"40.3","38.6","41.9"
"21300","NY",36,121,"Wyoming County, New York",41446,22442,19004,"41.1","39.8","43.2"
"21301","NY",36,123,"Yates County, New York",25187,12271,12916,"41.5","40.6","42.3"
"22563","OH",39,1,"Adams County, Ohio",28229,13957,14272,"41.0","40.2","41.5"
"22564","OH",39,3,"Allen County, Ohio",105196,52977,52219,"38.1","36.5","40.0"
"22565","OH",39,5,"Ashland County, Ohio",53189,26020,27169,"39.9","38.8","41.1"
"22566","OH",39,7,"Ashtabula County, Ohio",99777,50062,49715,"41.8","40.5","43.4"
"22567","OH",39,9,"Athens County, Ohio",64974,32482,32492,"28.0","27.5","28.6"
"22568","OH",39,11,"Auglaize County, Ohio",45873,22745,23128,"41.0","39.8","42.2"
"22569","OH",39,13,"Belmont County, Ohio",69560,35479,34081,"43.9","41.3","46.5"
"22570","OH",39,15,"Brown County, Ohio",44247,21878,22369,"40.8","40.3","41.3"
"22571","OH",39,17,"Butler County, Ohio",372538,182470,190068,"36.4","35.2","37.7"
"22572","OH",39,19,"Carroll County, Ohio",28361,14173,14188,"44.5","43.3","46.1"
"22573","OH",39,21,"Champaign County, Ohio",39393,19653,19740,"41.2","39.7","42.8"
"22574","OH",39,23,"Clark County, Ohio",136827,66217,70610,"41.0","39.8","42.0"
"22575","OH",39,25,"Clermont County, Ohio",200285,98883,101402,"39.5","38.2","40.6"
"22576","OH",39,27,"Clinton County, Ohio",41892,20714,21178,"39.3","37.9","40.8"
"22577","OH",39,29,"Columbiana County, Ohio",105987,53166,52821,"43.2","42.1","44.7"
"22578","OH",39,31,"Coshocton County, Ohio",36724,18291,18433,"41.5","40.2","43.1"
"22579","OH",39,33,"Crawford County, Ohio",42725,20808,21917,"42.6","41.3","44.2"
"22580","OH",39,35,"Cuyahoga County, Ohio",1263189,600864,662325,"40.4","38.4","42.1"
"22581","OH",39,37,"Darke County, Ohio",52356,25694,26662,"41.8","40.1","43.1"
"22582","OH",39,39,"Defiance County, Ohio",38669,19215,19454,"39.7","37.9","41.1"
"22583","OH",39,41,"Delaware County, Ohio",185433,91762,93671,"37.8","37.4","38.3"
"22584","OH",39,43,"Erie County, Ohio",76141,37232,38909,"44.0","42.8","45.0"
"22585","OH",39,45,"Fairfield County, Ohio",149112,74128,74984,"39.0","37.8","40.2"
"22586","OH",39,47,"Fayette County, Ohio",28769,14190,14579,"41.1","38.9","42.2"
"22587","OH",39,49,"Franklin County, Ohio",1215761,592278,623483,"33.8","32.8","34.8"
"22588","OH",39,51,"Fulton County, Ohio",42485,20969,21516,"39.8","37.9","40.8"
"22589","OH",39,53,"Gallia County, Ohio",30565,14900,15665,"41.0","39.7","42.0"
"22590","OH",39,55,"Geauga County, Ohio",93874,46161,47713,"44.2","43.3","45.0"
"22591","OH",39,57,"Greene County, Ohio",164192,80590,83602,"37.7","36.2","39.1"
"22592","OH",39,59,"Guernsey County, Ohio",39626,19475,20151,"42.2","40.3","43.6"
"22593","OH",39,61,"Hamilton County, Ohio",804194,386561,417633,"37.0","35.4","38.7"
"22594","OH",39,63,"Hancock County, Ohio",75428,36940,38488,"39.2","38.4","40.2"
"22595","OH",39,65,"Hardin County, Ohio",31736,15789,15947,"35.4","33.9","36.9"
"22596","OH",39,67,"Harrison County, Ohio",15633,7704,7929,"45.9","45.1","46.4"
"22597","OH",39,69,"Henry County, Ohio",28015,13815,14200,"41.2","39.7","41.7"
"22598","OH",39,71,"Highland County, Ohio",43170,21308,21862,"40.1","38.6","41.4"
"22599","OH",39,73,"Hocking County, Ohio",28914,14521,14393,"42.6","42.1","43.1"
"22600","OH",39,75,"Holmes County, Ohio",43436,21746,21690,"30.4","28.9","31.5"
"22601","OH",39,77,"Huron County, Ohio",58937,29086,29851,"38.8","37.5","39.8"
"22602","OH",39,79,"Jackson County, Ohio",32854,16082,16772,"39.5","38.1","41.0"
