"","State","StateFIPS","CountyFIPS","AreaName","Total Population","Total Male","Total Female","Median Age","Median Age_Male","Median Age_Female"
"16876","MS",28,83,"Leflore County, Mississippi",31516,15051,16465,"32.9","31.1","34.7"
"16877","MS",28,85,"Lincoln County, Mississippi",34765,16653,18112,"37.7","36.2","39.7"
"16878","MS",28,87,"Lowndes County, Mississippi",59699,28469,31230,"36.3","35.0","37.7"
"16879","MS",28,89,"Madison County, Mississippi",100202,47918,52284,NA,"35.4","37.8"
"16880","MS",28,91,"Marion County, Mississippi",26109,12711,13398,"39.1","37.3","40.5"
"16881","MS",28,93,"Marshall County, Mississippi",36385,17918,18467,"39.6","38.8","40.4"
"16882","MS",28,95,"Monroe County, Mississippi",36175,17273,18902,"40.6","38.7","42.7"
"16883","MS",28,97,"Montgomery County, Mississippi",10464,4907,5557,"41.7","40.5","42.9"
"16884","MS",28,99,"Neshoba County, Mississippi",29553,14185,15368,"35.8","34.7","36.9"
"16885","MS",28,101,"Newton County, Mississippi",21663,10217,11446,"37.7","37.1","38.3"
"16886","MS",28,103,"Noxubee County, Mississippi",11143,5346,5797,"36.8","34.3",NA
"16887","MS",28,105,"Oktibbeha County, Mississippi",49048,24592,24456,NA,"24.0",NA
"16888","MS",28,107,"Panola County, Mississippi",34373,16584,17789,"36.5","35.2","37.8"
"16889","MS",28,109,"Pearl River County, Mississippi",55196,27271,27925,"40.7","39.5","41.9"
"16890","MS",28,111,"Perry County, Mississippi",12187,5924,6263,"40.1","37.7",NA
"16891","MS",28,113,"Pike County, Mississippi",40075,19003,21072,"36.7","34.6","39.2"
"16892","MS",28,115,"Pontotoc County, Mississippi",30517,15353,15164,NA,"35.0","39.2"
"16893","MS",28,117,"Prentiss County, Mississippi",25380,12413,12967,"39.2","37.1","41.5"
"16894","MS",28,119,"Quitman County, Mississippi",7761,3751,4010,"38.5","36.7","40.2"
"16895","MS",28,121,"Rankin County, Mississippi",146761,70809,75952,"36.9","35.9","37.9"
"16896","MS",28,123,"Scott County, Mississippi",28293,13706,14587,NA,"34.5","37.2"
"16897","MS",28,125,"Sharkey County, Mississippi",4805,2139,2666,"38.5","33.7","40.4"
"16898","MS",28,127,"Simpson County, Mississippi",27401,13373,14028,"37.7","35.5","41.1"
"16899","MS",28,129,"Smith County, Mississippi",16257,7830,8427,"40.1","40.1","40.1"
"16900","MS",28,131,"Stone County, Mississippi",17978,9140,8838,"36.8","35.4","39.1"
"16901","MS",28,133,"Sunflower County, Mississippi",27911,14594,13317,"34.1","32.8","35.7"
"16902","MS",28,135,"Tallahatchie County, Mississippi",14959,8907,6052,NA,"33.2","43.9"
"16903","MS",28,137,"Tate County, Mississippi",28415,13835,14580,"36.7","34.7","38.3"
"16904","MS",28,139,"Tippah County, Mississippi",22054,10848,11206,"38.4","36.9","40.8"
"16905","MS",28,141,"Tishomingo County, Mississippi",19539,9420,10119,"42.8","42.8","42.9"
"16906","MS",28,143,"Tunica County, Mississippi",10477,4916,5561,"32.2","30.3","33.8"
"16907","MS",28,145,"Union County, Mississippi",27811,13525,14286,NA,"37.5","38.4"
"16908","MS",28,147,"Walthall County, Mississippi",14978,7347,7631,"39.4","36.1","43.4"
"16909","MS",28,149,"Warren County, Mississippi",48020,22838,25182,"37.9","36.8","39.7"
"16910","MS",28,151,"Washington County, Mississippi",49499,23204,26295,"36.2","33.1","38.3"
"16911","MS",28,153,"Wayne County, Mississippi",20564,10008,10556,"36.7","35.3","38.2"
"16912","MS",28,155,"Webster County, Mississippi",9999,4917,5082,"41.1","38.4","42.7"
"16913","MS",28,157,"Wilkinson County, Mississippi",9345,4919,4426,"36.8","35.6","42.9"
"16914","MS",28,159,"Winston County, Mississippi",18697,9058,9639,"40.5","37.8","42.4"
"16915","MS",28,161,"Yalobusha County, Mississippi",12381,6040,6341,"41.5","39.8",NA
"16916","MS",28,163,"Yazoo County, Mississippi",27911,15460,12451,"35.8","35.3","36.9"
"17317","MT",30,1,"Beaverhead County, Montana",9291,4716,4575,"42.6","42.0","43.1"
"17318","MT",30,3,"Big Horn County, Montana",13141,6547,6594,"29.8","28.5","31.7"
"17319","MT",30,5,"Blaine County, Montana",6598,3285,3313,"34.5","33.7","36.1"
"17320","MT",30,7,"Broadwater County, Montana",5692,2903,2789,"45.8","45.6","45.9"
"17321","MT",30,9,"Carbon County, Montana",10268,5140,5128,"49.1","49.2","49.0"
"17322","MT",30,11,"Carter County, Montana",1227,623,604,"50.8","49.4","52.4"
"17323","MT",30,13,"Cascade County, Montana",82090,41098,40992,"38.0","36.4","39.7"
"17324","MT",30,15,"Chouteau County, Montana",5855,2917,2938,"41.1","40.4","41.4"
"17325","MT",30,17,"Custer County, Montana",11945,5952,5993,"41.2","40.0","42.3"
"17326","MT",30,19,"Daniels County, Montana",1758,891,867,"50.3","46.0","54.3"
"17327","MT",30,21,"Dawson County, Montana",9365,4924,4441,"41.1","39.5","42.9"
"17328","MT",30,23,"Deer Lodge County, Montana",9211,4945,4266,"46.8","45.0","48.8"
"17329","MT",30,25,"Fallon County, Montana",3057,1568,1489,"39.0","38.8","39.3"
"17330","MT",30,27,"Fergus County, Montana",11468,5807,5661,"47.0","45.9","48.7"
"17331","MT",30,29,"Flathead County, Montana",93333,46583,46750,"42.1","41.4","42.9"
"17332","MT",30,31,"Gallatin County, Montana",95323,49111,46212,"33.2","32.6","33.9"
"17333","MT",30,33,"Garfield County, Montana",1047,498,549,"46.5","49.0","46.0"
"17334","MT",30,35,"Glacier County, Montana",13672,6672,7000,"31.3","30.6","31.8"
"17335","MT",30,37,"Golden Valley County, Montana",756,364,392,"53.1","53.3","50.9"
"17336","MT",30,39,"Granite County, Montana",3168,1626,1542,"53.7","54.0","53.6"
"17337","MT",30,41,"Hill County, Montana",16523,8374,8149,"34.3","32.6","36.2"
"17338","MT",30,43,"Jefferson County, Montana",11502,5965,5537,"47.7","47.6","47.8"
"17339","MT",30,45,"Judith Basin County, Montana",1997,1041,956,"51.4","50.3","52.1"
"17340","MT",30,47,"Lake County, Montana",29157,14342,14815,"41.6","39.8","43.0"
"17341","MT",30,49,"Lewis and Clark County, Montana",65357,32482,32875,"40.9","39.8","42.4"
"17342","MT",30,51,"Liberty County, Montana",2369,1160,1209,"44.8","41.8","47.3"
"17343","MT",30,53,"Lincoln County, Montana",19337,9714,9623,"50.8","50.7","50.8"
"17344","MT",30,55,"McCone County, Montana",1728,925,803,"51.2","51.1","51.3"
"17345","MT",30,57,"Madison County, Montana",7767,4082,3685,"52.1","51.6","52.5"
"17346","MT",30,59,"Meagher County, Montana",1898,903,995,"49.6","52.3","44.2"
"17347","MT",30,61,"Mineral County, Montana",4238,2133,2105,"51.6","52.3","50.7"
"17348","MT",30,63,"Missoula County, Montana",111966,56328,55638,"34.8","33.9","35.7"
"17349","MT",30,65,"Musselshell County, Montana",4790,2389,2401,"48.5","49.0","48.1"
"17350","MT",30,67,"Park County, Montana",15708,7896,7812,"46.6","46.3","47.1"
"17351","MT",30,69,"Petroleum County, Montana",443,232,211,"48.9","51.5","47.5"
"17352","MT",30,71,"Phillips County, Montana",4167,2086,2081,"47.9","45.6","49.1"
"17353","MT",30,73,"Pondera County, Montana",6206,3068,3138,"41.9","41.7","42.3"
"17354","MT",30,75,"Powder River County, Montana",1703,840,863,"52.0","50.7","52.2"
"17355","MT",30,77,"Powell County, Montana",6975,4318,2657,"45.4","43.6","49.3"
"17356","MT",30,79,"Prairie County, Montana",1372,733,639,"51.9","48.1","52.3"
"17357","MT",30,81,"Ravalli County, Montana",40823,20247,20576,"47.6","46.4","48.9"
"17358","MT",30,83,"Richland County, Montana",11132,5699,5433,"38.0","38.1","37.9"
"17359","MT",30,85,"Roosevelt County, Montana",11072,5544,5528,"30.4","28.0","31.0"
"17360","MT",30,87,"Rosebud County, Montana",9352,4565,4787,"36.9","38.0","36.1"
"17361","MT",30,89,"Sanders County, Montana",11346,5846,5500,"51.5","52.4","50.9"
"17362","MT",30,91,"Sheridan County, Montana",3630,1837,1793,"47.1","47.3","46.9"
"17363","MT",30,93,"Silver Bow County, Montana",34549,17539,17010,"40.6","37.7","43.2"
"17364","MT",30,95,"Stillwater County, Montana",9288,4703,4585,"46.7","47.0","46.4"
"17365","MT",30,97,"Sweet Grass County, Montana",3633,1772,1861,"46.1","44.2","48.8"
"17366","MT",30,99,"Teton County, Montana",6074,3011,3063,"44.8","44.7","44.8"
"17367","MT",30,101,"Toole County, Montana",5150,2939,2211,"41.7","40.9","44.6"
"17368","MT",30,103,"Treasure County, Montana",812,432,380,"49.0","47.6","51.8"
"17369","MT",30,105,"Valley County, Montana",7577,3802,3775,"45.5","44.4","46.4"
"17370","MT",30,107,"Wheatland County, Montana",2115,1087,1028,"46.5","48.4","43.9"
"17371","MT",30,109,"Wibaux County, Montana",986,485,501,"51.2","53.0","49.6"
"17372","MT",30,111,"Yellowstone County, Montana",153692,75474,78218,"38.0","36.8","39.1"
"17757","NC",37,1,"Alamance County, North Carolina",155258,74019,81239,"39.2","37.7","40.5"
"17758","NC",37,3,"Alexander County, North Carolina",37158,19042,18116,"42.1","40.3","43.6"
"17759","NC",37,5,"Alleghany County, North Carolina",10911,5416,5495,"47.2","44.9","49.4"
"17760","NC",37,7,"Anson County, North Carolina",26135,13693,12442,"39.7","38.1","41.9"
"17761","NC",37,9,"Ashe County, North Carolina",27114,13389,13725,"46.6","44.9","48.7"
"17762","NC",37,11,"Avery County, North Carolina",17695,9673,8022,"43.7","41.7","46.3"
"17763","NC",37,13,"Beaufort County, North Carolina",47561,22645,24916,"44.9","43.3","46.1"
"17764","NC",37,15,"Bertie County, North Carolina",20518,10429,10089,"44.8","40.6","47.8"
"17765","NC",37,17,"Bladen County, North Carolina",34720,16491,18229,"42.6","40.8","43.7"
"17766","NC",37,19,"Brunswick County, North Carolina",115926,56359,59567,"50.0","48.7","51.0"
"17767","NC",37,21,"Buncombe County, North Carolina",247336,118950,128386,"41.1","39.5","42.8"
"17768","NC",37,23,"Burke County, North Carolina",89548,44499,45049,"42.9","41.4","44.4"
"17769","NC",37,25,"Cabarrus County, North Carolina",188375,91929,96446,"37.4","35.9","38.5"
"17770","NC",37,27,"Caldwell County, North Carolina",81758,40178,41580,"42.8","41.6","43.7"
"17771","NC",37,29,"Camden County, North Carolina",10161,5114,5047,"41.1","41.1","41.1"
"17772","NC",37,31,"Carteret County, North Carolina",68228,33481,34747,"46.4","44.7","47.9"
"17773","NC",37,33,"Caswell County, North Carolina",23174,11711,11463,"44.9","42.8","47.1"
"17774","NC",37,35,"Catawba County, North Carolina",154610,75784,78826,"40.8","39.4","41.9"
"17775","NC",37,37,"Chatham County, North Carolina",67431,33001,34430,"46.3","44.3","48.1"
"17776","NC",37,39,"Cherokee County, North Carolina",27092,13267,13825,"50.0","47.9","51.3"
"17777","NC",37,41,"Chowan County, North Carolina",14656,7039,7617,"44.5","40.6","47.4"
"17778","NC",37,43,"Clay County, North Carolina",10656,5081,5575,"50.5","49.9","51.6"
"17779","NC",37,45,"Cleveland County, North Carolina",97178,46587,50591,"41.4","39.8","42.6"
"17780","NC",37,47,"Columbus County, North Carolina",57230,28199,29031,"41.5","39.8","43.2"
"17781","NC",37,49,"Craven County, North Carolina",104450,52755,51695,"35.9","32.3","39.2"
"17782","NC",37,51,"Cumberland County, North Carolina",324603,158270,166333,"31.1","29.5","33.3"
"17783","NC",37,53,"Currituck County, North Carolina",24492,12201,12291,"42.6","41.8","43.3"
"17784","NC",37,55,"Dare County, North Carolina",34863,17146,17717,"45.0","44.3","46.0"
"17785","NC",37,57,"Davidson County, North Carolina",163867,80308,83559,"41.5","40.3","42.8"
"17786","NC",37,59,"Davie County, North Carolina",41447,20192,21255,"43.8","43.1","44.7"
"17787","NC",37,61,"Duplin County, North Carolina",59453,29280,30173,"38.8","37.2","40.7"
"17788","NC",37,63,"Durham County, North Carolina",288817,138537,150280,"34.4","33.5","35.3"
"17789","NC",37,65,"Edgecombe County, North Carolina",55280,25693,29587,"39.9","37.6","41.8"
"17790","NC",37,67,"Forsyth County, North Carolina",361684,171662,190022,"37.7","36.2","39.2"
"17791","NC",37,69,"Franklin County, North Carolina",62296,30917,31379,"40.2","38.8","42.2"
"17792","NC",37,71,"Gaston County, North Carolina",209807,101627,108180,"39.8","38.3","41.1"
"17793","NC",37,73,"Gates County, North Carolina",11724,5791,5933,"43.2","41.3","44.9"
"17794","NC",37,75,"Graham County, North Carolina",8700,4253,4447,"44.6","42.0","45.9"
"17795","NC",37,77,"Granville County, North Carolina",58109,29595,28514,"41.4","40.5","43.0"
"17796","NC",37,79,"Greene County, North Carolina",21328,11499,9829,"39.0","37.0","41.6"
"17797","NC",37,81,"Guilford County, North Carolina",506763,240753,266010,"36.9","35.7","37.9"
"17798","NC",37,83,"Halifax County, North Carolina",53407,25620,27787,"42.1","39.6","44.6"
"17799","NC",37,85,"Harnett County, North Carolina",124320,61281,63039,"33.6","32.8","34.5"
"17800","NC",37,87,"Haywood County, North Carolina",59170,28638,30532,"46.8","45.4","48.2"
"17801","NC",37,89,"Henderson County, North Carolina",109719,53143,56576,"46.3","44.1","48.5"
"17802","NC",37,91,"Hertford County, North Carolina",24368,12032,12336,"41.7","39.5","43.5"
"17803","NC",37,93,"Hoke County, North Carolina",51075,25202,25873,"31.4","30.7","32.2"
"17804","NC",37,95,"Hyde County, North Carolina",5693,3097,2596,"43.0","39.0","48.3"
"17805","NC",37,97,"Iredell County, North Carolina",165066,81281,83785,"39.9","38.5","41.1"
"17806","NC",37,99,"Jackson County, North Carolina",40812,20055,20757,"36.8","34.8","38.0"
"17807","NC",37,101,"Johnston County, North Carolina",178396,87648,90748,"37.4","36.4","38.6"
"17808","NC",37,103,"Jones County, North Carolina",10166,4966,5200,"45.2","42.5","48.0"
"17809","NC",37,105,"Lee County, North Carolina",59418,29090,30328,"37.5","36.0","39.9"
"17810","NC",37,107,"Lenoir County, North Carolina",58782,27973,30809,"42.1","39.9","43.9"
"17811","NC",37,109,"Lincoln County, North Carolina",79578,39434,40144,"42.0","41.1","42.7"
"17812","NC",37,111,"McDowell County, North Carolina",44961,22696,22265,"43.1","40.9","45.0"
"17813","NC",37,113,"Macon County, North Carolina",33919,16455,17464,"49.0","46.4","50.9"
"17814","NC",37,115,"Madison County, North Carolina",21027,10461,10566,"44.0","42.4","45.9"
"17815","NC",37,117,"Martin County, North Carolina",23729,11186,12543,"46.0","43.5","46.9"
"17816","NC",37,119,"Mecklenburg County, North Carolina",990288,476765,513523,"34.5","33.4","35.6"
"17817","NC",37,121,"Mitchell County, North Carolina",15330,7512,7818,"46.7","44.8","47.7"
"17818","NC",37,123,"Montgomery County, North Carolina",27601,13393,14208,"41.1","39.7","42.3"
"17819","NC",37,125,"Moore County, North Carolina",91743,44062,47681,"45.1","42.8","46.5"
"17820","NC",37,127,"Nash County, North Carolina",94722,45521,49201,"41.0","39.2","42.5"
"17821","NC",37,129,"New Hanover County, North Carolina",213091,102777,110314,"37.8","36.4","39.3"
"17822","NC",37,131,"Northampton County, North Carolina",21011,10164,10847,"47.1","44.2","49.7"
"17823","NC",37,133,"Onslow County, North Carolina",183753,99526,84227,"26.1","24.6","29.0"
"17824","NC",37,135,"Orange County, North Carolina",138644,66199,72445,"33.3","32.7","33.9"
"17825","NC",37,137,"Pamlico County, North Carolina",12982,6685,6297,"49.8","47.8","51.3"
"17826","NC",37,139,"Pasquotank County, North Carolina",40018,19623,20395,"37.4","35.5","39.7"
"17827","NC",37,141,"Pender County, North Carolina",55166,27596,27570,"42.1","41.6","42.9"
"17828","NC",37,143,"Perquimans County, North Carolina",13498,6402,7096,"47.8","46.8","48.4"
"17829","NC",37,145,"Person County, North Carolina",39262,19088,20174,"42.4","41.5","43.4"
"17830","NC",37,147,"Pitt County, North Carolina",173798,82005,91793,"31.5","30.3","32.5"
"17831","NC",37,149,"Polk County, North Carolina",20327,9808,10519,"50.9","48.9","53.4"
"17832","NC",37,151,"Randolph County, North Carolina",142370,70316,72054,"40.5","39.7","41.4"
"17833","NC",37,153,"Richmond County, North Carolina",46046,22459,23587,"39.9","38.0","40.8"
"17834","NC",37,155,"Robeson County, North Carolina",134871,65273,69598,"35.2","33.8","36.6"
"17835","NC",37,157,"Rockingham County, North Carolina",92300,44553,47747,"43.6","41.8","44.6"
"17836","NC",37,159,"Rowan County, North Carolina",138361,68359,70002,"40.3","38.8","41.5"
"17837","NC",37,161,"Rutherford County, North Carolina",66865,32462,34403,"43.3","41.9","45.0"
"17838","NC",37,163,"Sampson County, North Carolina",63873,31398,32475,"39.2","38.0","40.3"
"17839","NC",37,165,"Scotland County, North Carolina",35932,17774,18158,"39.1","36.8","40.9"
"17840","NC",37,167,"Stanly County, North Carolina",60586,30324,30262,"41.8","40.6","42.9"
"17841","NC",37,169,"Stokes County, North Carolina",46661,22837,23824,"44.7","44.2","45.4"
"17842","NC",37,171,"Surry County, North Carolina",73170,35843,37327,"42.7","40.4","44.2"
"17843","NC",37,173,"Swain County, North Carolina",14163,6808,7355,"40.7","40.1","41.3"
"17844","NC",37,175,"Transylvania County, North Carolina",32928,15981,16947,"50.1","48.6","52.8"
"17845","NC",37,177,"Tyrrell County, North Carolina",4152,2413,1739,"44.4","41.8","49.3"
"17846","NC",37,179,"Union County, North Carolina",213422,105500,107922,"37.2","36.3","38.2"
"17847","NC",37,181,"Vance County, North Carolina",44829,20984,23845,"40.0","37.6","41.4"
"17848","NC",37,183,"Wake County, North Carolina",976019,474967,501052,"35.3","34.3","36.1"
"17849","NC",37,185,"Warren County, North Carolina",20468,10316,10152,"46.1","44.0","48.2"
"17850","NC",37,187,"Washington County, North Carolina",12668,5828,6840,"45.1","44.6","45.3"
"17851","NC",37,189,"Watauga County, North Carolina",52240,26035,26205,"29.5","28.0","31.4"
"17852","NC",37,191,"Wayne County, North Carolina",124355,61106,63249,"36.7","34.4","39.1"
"17853","NC",37,193,"Wilkes County, North Carolina",68946,33990,34956,"43.7","42.6","45.0"
"17854","NC",37,195,"Wilson County, North Carolina",81581,38776,42805,"39.9","38.2","41.4"
"17855","NC",37,197,"Yadkin County, North Carolina",37971,18706,19265,"42.9","41.5","44.1"
"17856","NC",37,199,"Yancey County, North Carolina",17604,8561,9043,"46.2","45.0","47.8"
"18662","ND",38,1,"Adams County, North Dakota",2341,1184,1157,"47.6","46.1","49.8"
"18663","ND",38,3,"Barnes County, North Dakota",11097,5524,5573,"42.8","41.1","43.9"
"18664","ND",38,5,"Benson County, North Dakota",6794,3497,3297,"31.0","31.2","30.9"
"18665","ND",38,7,"Billings County, North Dakota",969,582,387,"45.0","38.7","48.3"
"18666","ND",38,9,"Bottineau County, North Dakota",6634,3492,3142,"46.0","42.5","48.4"
"18667","ND",38,11,"Bowman County, North Dakota",3221,1560,1661,"43.6","43.4","44.0"
"18668","ND",38,13,"Burke County, North Dakota",2208,1209,999,"36.5","34.3","38.8"
"18669","ND",38,15,"Burleigh County, North Dakota",88223,43809,44414,"36.8","35.4","38.2"
"18670","ND",38,17,"Cass County, North Dakota",162500,81905,80595,"31.9","31.4","32.5"
"18671","ND",38,19,"Cavalier County, North Dakota",3890,1959,1931,"50.8","50.0","51.3"
"18672","ND",38,21,"Dickey County, North Dakota",5195,2610,2585,"43.2","40.9","44.7"
"18673","ND",38,23,"Divide County, North Dakota",2314,1170,1144,"51.7","51.0","52.3"
"18674","ND",38,25,"Dunn County, North Dakota",4195,2221,1974,"41.7","39.6","44.5"
"18675","ND",38,27,"Eddy County, North Dakota",2370,1112,1258,"48.3","48.5","48.0"
"18676","ND",38,29,"Emmons County, North Dakota",3463,1738,1725,"51.2","52.2","49.7"
"18677","ND",38,31,"Foster County, North Dakota",3366,1674,1692,"46.9","45.3","47.3"
"18678","ND",38,33,"Golden Valley County, North Dakota",1822,870,952,"41.0","41.2","40.8"
"18679","ND",38,35,"Grand Forks County, North Dakota",68979,35439,33540,"29.4","28.5","30.7"
"18680","ND",38,37,"Grant County, North Dakota",2362,1170,1192,"53.6","53.7","53.6"
"18681","ND",38,39,"Griggs County, North Dakota",2329,1172,1157,"51.8","50.1","54.6"
"18682","ND",38,41,"Hettinger County, North Dakota",2621,1252,1369,"48.4","49.6","46.4"
"18683","ND",38,43,"Kidder County, North Dakota",2430,1279,1151,"47.0","46.3","47.6"
"18684","ND",38,45,"LaMoure County, North Dakota",4113,2149,1964,"48.5","47.1","50.6"
"18685","ND",38,47,"Logan County, North Dakota",1945,943,1002,"51.8","51.8","51.9"
"18686","ND",38,49,"McHenry County, North Dakota",5817,3046,2771,"43.3","41.5","44.8"
"18687","ND",38,51,"McIntosh County, North Dakota",2759,1341,1418,"53.4","51.4","56.4"
"18688","ND",38,53,"McKenzie County, North Dakota",9615,5077,4538,"32.2","32.4","32.1"
"18689","ND",38,55,"McLean County, North Dakota",9451,4783,4668,"47.1","47.0","47.5"
"18690","ND",38,57,"Mercer County, North Dakota",8633,4469,4164,"45.6","43.8","46.6"
"18691","ND",38,59,"Morton County, North Dakota",28985,14737,14248,"38.9","37.1","40.0"
"18692","ND",38,61,"Mountrail County, North Dakota",9253,5086,4167,"34.8","34.5","35.5"
"18693","ND",38,63,"Nelson County, North Dakota",3048,1572,1476,"52.8","51.8","54.0"
"18694","ND",38,65,"Oliver County, North Dakota",1819,944,875,"48.5","45.8","49.6"
"18695","ND",38,67,"Pembina County, North Dakota",7206,3694,3512,"47.2","45.7","48.4"
"18696","ND",38,69,"Pierce County, North Dakota",4395,2220,2175,"46.9","44.9","50.1"
"18697","ND",38,71,"Ramsey County, North Dakota",11566,5892,5674,"42.5","40.5","43.8"
"18698","ND",38,73,"Ransom County, North Dakota",5453,2788,2665,"44.5","42.1","46.6"
"18699","ND",38,75,"Renville County, North Dakota",2562,1294,1268,"39.9","40.8","39.5"
"18700","ND",38,77,"Richland County, North Dakota",16317,8414,7903,"38.9","37.0","41.5"
"18701","ND",38,79,"Rolette County, North Dakota",14498,7120,7378,"30.3","28.9","31.0"
"18702","ND",38,81,"Sargent County, North Dakota",3874,2038,1836,"45.3","44.6","46.0"
"18703","ND",38,83,"Sheridan County, North Dakota",1337,668,669,"52.0","51.9","52.2"
"18704","ND",38,85,"Sioux County, North Dakota",4380,2215,2165,"27.0","25.3","28.4"
"18705","ND",38,87,"Slope County, North Dakota",673,376,297,"50.4","48.5","52.2"
"18706","ND",38,89,"Stark County, North Dakota",28628,14859,13769,"35.0","34.2","36.0"
"18707","ND",38,91,"Steele County, North Dakota",1979,1034,945,"50.2","51.5","48.8"
"18708","ND",38,93,"Stutsman County, North Dakota",21076,10697,10379,"40.6","38.4","43.4"
"18709","ND",38,95,"Towner County, North Dakota",2294,1129,1165,"48.5","49.3","48.0"
"18710","ND",38,97,"Traill County, North Dakota",8077,4052,4025,"41.4","39.9","43.1"
"18711","ND",38,99,"Walsh County, North Dakota",11005,5635,5370,"45.4","44.1","47.6"
"18712","ND",38,101,"Ward County, North Dakota",67736,35076,32660,"31.1","29.6","32.8"
"18713","ND",38,103,"Wells County, North Dakota",4204,2121,2083,"51.0","49.6","52.6"
"18714","ND",38,105,"Williams County, North Dakota",29619,16066,13553,"32.6","31.8","33.5"
"19137","NE",31,1,"Adams County, Nebraska",31442,15829,15613,"37.8","35.5","39.6"
"19138","NE",31,3,"Antelope County, Nebraska",6486,3229,3257,"46.5","44.2","48.1"
"19139","NE",31,5,"Arthur County, Nebraska",448,223,225,"39.9","39.4","40.6"
"19140","NE",31,7,"Banner County, Nebraska",820,399,421,"50.4","51.4","49.6"
"19141","NE",31,9,"Blaine County, Nebraska",551,293,258,"40.4","39.2","42.5"
"19142","NE",31,11,"Boone County, Nebraska",5373,2670,2703,"45.6","44.7","47.3"
"19143","NE",31,13,"Box Butte County, Nebraska",11310,5736,5574,"40.8","35.9","44.8"
"19144","NE",31,15,"Boyd County, Nebraska",2039,1032,1007,"50.8","50.0","51.6"
"19145","NE",31,17,"Brown County, Nebraska",3078,1467,1611,"47.6","46.8","50.0"
"19146","NE",31,19,"Buffalo County, Nebraska",47958,23881,24077,"32.5","31.9","33.4"
"19147","NE",31,21,"Burt County, Nebraska",6647,3273,3374,"47.4","46.1","48.6"
"19148","NE",31,23,"Butler County, Nebraska",8256,4162,4094,"44.7","42.1","47.7"
"19149","NE",31,25,"Cass County, Nebraska",25360,12729,12631,"41.5","40.4","42.4"
"19150","NE",31,27,"Cedar County, Nebraska",8675,4396,4279,"44.8","42.8","46.7"
"19151","NE",31,29,"Chase County, Nebraska",3897,1892,2005,"44.9","42.8","48.1"
"19152","NE",31,31,"Cherry County, Nebraska",5770,2726,3044,"43.9","43.8","43.9"
"19153","NE",31,33,"Cheyenne County, Nebraska",10077,4960,5117,"39.9","37.8","41.7"
"19154","NE",31,35,"Clay County, Nebraska",6382,3225,3157,"43.2","42.5","43.7"
"19155","NE",31,37,"Colfax County, Nebraska",10522,5445,5077,"34.2","33.8","35.0"
"19156","NE",31,39,"Cuming County, Nebraska",9078,4514,4564,"43.6","43.3","44.0"
"19157","NE",31,41,"Custer County, Nebraska",10802,5353,5449,"43.8","42.0","45.5"
"19158","NE",31,43,"Dakota County, Nebraska",20798,10100,10698,"33.7","33.0","34.3"
"19159","NE",31,45,"Dawes County, Nebraska",9136,4401,4735,"33.7","33.1","34.6"
"19160","NE",31,47,"Dawson County, Nebraska",24069,12142,11927,"36.2","35.7","37.0"
"19161","NE",31,49,"Deuel County, Nebraska",1946,977,969,"47.1","44.6","47.2"
"19162","NE",31,51,"Dixon County, Nebraska",5866,2917,2949,"41.9","41.1","42.5"
"19163","NE",31,53,"Dodge County, Nebraska",36725,17956,18769,"39.4","38.3","40.4"
"19164","NE",31,55,"Douglas County, Nebraska",537655,264652,273003,"34.0","33.2","34.9"
"19165","NE",31,57,"Dundy County, Nebraska",2015,1045,970,"46.2","42.8","48.3"
"19166","NE",31,59,"Fillmore County, Nebraska",5697,2821,2876,"47.5","46.2","49.1"
"19167","NE",31,61,"Franklin County, Nebraska",3105,1562,1543,"49.9","49.0","50.8"
"19168","NE",31,63,"Frontier County, Nebraska",2573,1306,1267,"44.4","42.7","45.1"
"19169","NE",31,65,"Furnas County, Nebraska",4887,2376,2511,"46.8","45.8","47.5"
"19170","NE",31,67,"Gage County, Nebraska",21818,10793,11025,"44.6","42.9","46.1"
"19171","NE",31,69,"Garden County, Nebraska",1823,891,932,"52.3","50.9","52.5"
"19172","NE",31,71,"Garfield County, Nebraska",1933,952,981,"51.4","53.1","50.9"
"19173","NE",31,73,"Gosper County, Nebraska",1976,947,1029,"46.7","45.6","48.8"
"19174","NE",31,75,"Grant County, Nebraska",769,392,377,"48.5","48.9","48.0"
"19175","NE",31,77,"Greeley County, Nebraska",2476,1236,1240,"46.0","45.3","46.9"
"19176","NE",31,79,"Hall County, Nebraska",60792,30430,30362,"35.8","34.8","37.1"
"19177","NE",31,81,"Hamilton County, Nebraska",9100,4550,4550,"42.9","40.9","44.3"
"19178","NE",31,83,"Harlan County, Nebraska",3458,1821,1637,"49.5","46.9","50.6"
"19179","NE",31,85,"Hayes County, Nebraska",1084,592,492,"48.0","46.8","49.2"
"19180","NE",31,87,"Hitchcock County, Nebraska",2879,1471,1408,"48.2","44.1","49.8"
"19181","NE",31,89,"Holt County, Nebraska",10398,5151,5247,"45.5","42.9","47.5"
"19182","NE",31,91,"Hooker County, Nebraska",681,331,350,"57.9","56.2","58.5"
"19183","NE",31,93,"Howard County, Nebraska",6347,3234,3113,"43.3","40.7","45.6"
"19184","NE",31,95,"Jefferson County, Nebraska",7433,3642,3791,"45.5","45.0","46.4"
"19185","NE",31,97,"Johnson County, Nebraska",5167,3070,2097,"42.3","40.0","47.5"
"19186","NE",31,99,"Kearney County, Nebraska",6549,3227,3322,"40.8","39.5","43.5"
